"img","target"
"D:\source\proval-docs\static\img\CW-Control---Uninstall-and-Remove-from-Control-Web-Portal","d69c20e1-e605-4cf9-bf35-bbe4c74f134f"
"D:\source\proval-docs\static\img\CW-Control---User-Audit","e7e6a0f4-6d21-4046-89ee-1e9dd5827221"
"D:\source\proval-docs\static\img\CW-Control-Hosted-Access-Agent-Install","74015094-9d3e-49e8-9add-06dfe9c42b5f"
"D:\source\proval-docs\static\img\CW-Control-Install---Mac","6bbf6e1c-3721-488d-b807-9c4b4fc78259"
"D:\source\proval-docs\static\img\CW-Control-RMM+-API---Offline-Server-AutoFix","0004bd17-6820-4def-b5bf-96686276b7ae"
"D:\source\proval-docs\static\img\CW-RMM---Custom-Field----Company---Disable_FastBoot","9c1d0f0a-7ae4-46bd-a9a7-ae15df2ca633"
"D:\source\proval-docs\static\img\CW-RMM---Office-Universal-Uninstaller","88ebc856-6e02-41d2-a6b5-af8cbd37e2c6"
"D:\source\proval-docs\static\img\cw-rmm-custom-fields-common-screenshots","1b41da88-5b9a-436f-997b-39c8f72615ae"
"D:\source\proval-docs\static\img\cw-rmm-groups-common-screenshots","9718a5fd-535b-4faf-abe9-86d55f37e620"
"D:\source\proval-docs\static\img\CW-RMM-Lock-Stolen-System","ff056937-ea5b-48f4-b76d-74566b981da8"
"D:\source\proval-docs\static\img\cw-rmm-monitors-common-screenshots","23e2c753-e68a-4bcc-83df-1f62826025a5"
"D:\source\proval-docs\static\img\CW-RMM-Script---BitLocker-Initialize-C-Volume","d920b865-7887-41b6-9fcd-b4802832d2a9"
"D:\source\proval-docs\static\img\cw-rmm-task-install-windows-11-feature-update","b397d199-6675-451a-b2fc-eba5fd57031a"
"D:\source\proval-docs\static\img\cw-rmm-task-toast-notification","e34e18bc-efe5-4d35-90cc-968ab1bf2912"
"D:\source\proval-docs\static\img\cw-rmm-tasks-common-screenshots","b194bbed-fe64-4ced-8410-21281b08de07"
"D:\source\proval-docs\static\img\CWA---CWM-Category-Mapping","f840d208-1cd4-409a-bf46-b6492790a184"
"D:\source\proval-docs\static\img\cwa-configure-bginfo","405866fb-2706-49b3-aed2-3d1f1fea4b4b"
"D:\source\proval-docs\static\img\cwa-reload-system-cache","9029e4ae-478e-4f04-8138-b632a2dd5a16"
"D:\source\proval-docs\static\img\CWA-Remote-Monitor---Windows-Cluster-Shared-Volume-Detection","a0ee778f-854b-4c86-aa0f-192a09019fe3"
"D:\source\proval-docs\static\img\cwa-script-filezilla-fetch-latest-version","71141737-d88f-43d3-9e75-e3f5468f888f"
"D:\source\proval-docs\static\img\cwa-script-filezilla-install-update","154e2b72-d73f-4693-a316-7a296e4793ec"
"D:\source\proval-docs\static\img\cwa-script-install-microsoft-365-apps","052256a8-6a8c-4fe4-993e-c0bc86eacd25"
"D:\source\proval-docs\static\img\cwa-script-intune-enrollment-for-entra-joined-devices","9ea6eea1-814c-4642-bcad-fa34b361eb42"
"D:\source\proval-docs\static\img\cwa-script-set-computer-level-edfs-by-groupid","95e85dc0-6420-42fe-8d2a-aeb9dac683b0"
"D:\source\proval-docs\static\img\cwa-script-system-health-check-and-repair","0377d58a-ff6a-4e1c-8e7f-55b7f9dd2c78"
"D:\source\proval-docs\static\img\cwa-script-toast-notification-template","e6115fa5-78ac-4b04-8b3f-d0dd0c2e559f"
"D:\source\proval-docs\static\img\cwa-script-unapproved-patches-count-audit","595e85de-299d-4242-a569-f5367be6b1c9"
"D:\source\proval-docs\static\img\cwa-script-windows-11-upgrade-failure","ad564b3a-e4dc-4e47-90dd-52ca8fbc6d52"
"D:\source\proval-docs\static\img\cwa-user-profile-remove","765d906e-33c3-4615-9cd6-9c01a9eeaebb"
"D:\source\proval-docs\static\img\CWM---Automate---Agent-Template---Self-Help-Menu---Windows-Feature-Update","0c25060b-1272-449f-af97-64169e636e95"
"D:\source\proval-docs\static\img\CWM---Automate---Automate---Unsynced-Ticket-Content","6a855fe6-df02-4668-81c3-8cd392595c31"
"D:\source\proval-docs\static\img\CWM---Automate---Automate-Server-Security-Best-Practices","f4ed7a7d-baf0-4aa5-8bbe-413fa024fff3"
"D:\source\proval-docs\static\img\CWM---Automate---Data-Collection---SonicWall-NetExtender---Latest-Version-Winget","5eca56c8-7035-41f7-b5d0-ef8d58bf532a"
"D:\source\proval-docs\static\img\CWM---Automate---ESXi---Snapshot-Delete-Param","830beb63-113a-406e-aef2-046403de9cb9"
"D:\source\proval-docs\static\img\CWM---Automate---Monitor--Failed-Email-Monitoring","f1a15d3d-85d7-4d72-9c08-ad4ca6a7dfbb"
"D:\source\proval-docs\static\img\CWM---Automate---Patching---Windows-10-CU-Patching-Sanity-Check","bb1b76fb-8c0e-4e73-80b6-f7b445c962a1"
"D:\source\proval-docs\static\img\CWM---Automate---Remote-Monitor---DNS-Service-Monitoring","88f2c503-bd4b-4bb5-83d0-72f5fb6a0137"
"D:\source\proval-docs\static\img\CWM---Automate---Remote-Monitor---Monitor-OS-Build","d8ec2315-c425-41f0-a4a9-3f8aa3e61fc4"
"D:\source\proval-docs\static\img\CWM---Automate---RMM+-Plugin-Configuration","f99ddaae-0cb3-4941-b2aa-dc93671dd246"
"D:\source\proval-docs\static\img\CWM---Automate---ScreenConnect-RMM+---Offline-Server-AutoFix-Solution","c53aa0aa-4c52-4cd7-9971-f99662b4cbec"
"D:\source\proval-docs\static\img\CWM---Automate---Script---Auto-AAD-to-Autopilot---Client-Specific-(IT-Synergy)","aeaaded2-8468-4c74-8f46-b6e301dca26a"
"D:\source\proval-docs\static\img\CWM---Automate---Script--Automate-Agent---InstallRepair---For-GPO-Globals","ba82a707-a466-4960-95a9-856d5b67b8ed"
"D:\source\proval-docs\static\img\CWM---Automate---Software-Install---Cisco-Webex-Deployment","d201dea7-ec4b-4f44-b3b7-b49cd8a7f6af"
"D:\source\proval-docs\static\img\CWM---Automate---Template---MSI-Deployment","58020b8e-e16f-433c-8dad-e10b59e2d8d7"
"D:\source\proval-docs\static\img\cwrmm-cf-unknown-user-profiles-detection","a7ba6a52-18ae-4c71-8545-5a41999fa41b"
"D:\source\proval-docs\static\img\CWRMM-Get-AutopilotHash","09fb13cb-05b1-4515-8041-128689d933ff"
"D:\source\proval-docs\static\img\cwrmm-group-unknown-user-profiles-detection","1c950fdd-99f2-4943-9617-a1d13a4b87ec"
"D:\source\proval-docs\static\img\cwrmm-monitor-domain-admin-account-lockout","23e2c753-e68a-4bcc-83df-1f62826025a5"
"D:\source\proval-docs\static\img\CWRMM-OSTPST--Audit","3eff4a8c-36c3-4fb4-9405-d6ca238b9e05"
"D:\source\proval-docs\static\img\cwrmm-task-domain-admin-account-lockout","b194bbed-fe64-4ced-8410-21281b08de07"
"D:\source\proval-docs\static\img\cwrmm-task-unknown-user-profiles","93f21631-9100-46fc-864b-3af17bc91699"
"D:\source\proval-docs\static\img\Cybercns-Agent-Installation","15ecac3c-fe43-4d04-9e6c-82099bfa356b"
"D:\source\proval-docs\static\img\Cyrisma-Sensor","bdea3d9e-acca-4b87-96a6-632c488fef1f"
"D:\source\proval-docs\static\img\Dash---Missing-Patch---Count-by-Machines---Client-Filter","0fd0215c-d6d5-40c8-9ba6-79b69721f4c1"
"D:\source\proval-docs\static\img\Database-size-increased-by-5Global","1e7111ed-fd09-4b58-bc4b-becb2dc3c8e0"
"D:\source\proval-docs\static\img\Dataview---Email-as-CSV-Param","4b15de07-233d-462b-91ce-3ee060457e65"
"D:\source\proval-docs\static\img\Dataview---Save-as-CSV-Custom-Location","ef644f47-8268-43fd-9e8a-ab32f64ec617"
"D:\source\proval-docs\static\img\Datto-WorkPlace-10---Install-&-Datto-WorkPlace--8---Uninstall","9cd723d7-005b-4d07-a1f5-26d30f6f99da"
"D:\source\proval-docs\static\img\Deep-Freeze-Automation---Install-Windows-Update","8a2e73e9-819c-44db-a1b1-72b15a7812c2"
"D:\source\proval-docs\static\img\Dell-Command-Configure---Command-Handler","1f61b913-a45c-41e9-afa4-6cf105cdff86"
"D:\source\proval-docs\static\img\Dell-Command-Configure---Installation","964767a7-3de0-4dd4-aa7c-21bf7f6ad926"
"D:\source\proval-docs\static\img\Dell-Command-Update","91cc7f02-1c0d-4303-81f2-91fd0d275747"
"D:\source\proval-docs\static\img\Dell-Command-Update---Install-+-Command-Handler","c5bc1518-dce5-4f6e-93c0-d37aec8f7e7a"
"D:\source\proval-docs\static\img\Dell-Command-Update---InstallUpgrade-+-Command-Handler","91cc7f02-1c0d-4303-81f2-91fd0d275747"
"D:\source\proval-docs\static\img\Dell-Command-update---New-v-3.1+","6b58263a-cc4f-45d1-bf29-2e777f0cf644"
"D:\source\proval-docs\static\img\Dell-DockStation","2e4ec512-945a-4b3d-ba18-53553b08f4ca"
"D:\source\proval-docs\static\img\Dell-Hardware-Monitoring","77a9ff77-6e7a-474e-8796-d44f2066ff16"
"D:\source\proval-docs\static\img\Dell-Servers-Monitoring","55ebada8-b333-4109-a97f-4f352a947662"
"D:\source\proval-docs\static\img\Dell-SupportAssist---Uninstall","c8dbc87a-084e-479d-a790-4b29041b0ba4"
"D:\source\proval-docs\static\img\Deny-Patches-in-Default-Policy-From-Centralized-ITGLue-KBIDs","c9cac2f1-7647-41fb-bf13-13f23244ae37"
"D:\source\proval-docs\static\img\Deny-Patches-in-Default-Policy-From-Centralized-ITGLue-KBIDs---Function","c9cac2f1-7647-41fb-bf13-13f23244ae37"
"D:\source\proval-docs\static\img\Deploy---KB5005394---Out-of-Band-Patch","19cf3c3f-14e2-40a0-86c3-735b614a9331"
"D:\source\proval-docs\static\img\Deploy-HP-Insight-Management-Agent","cb0d8de7-88e2-4406-b2fb-7a7ee338ce37"
"D:\source\proval-docs\static\img\Deploy-Huntress","523b8882-2c51-4f70-ad7d-cb2b4baf7bbf"
"D:\source\proval-docs\static\img\Deploy-Huntress---Mac","a2195808-ed8d-4f56-9c17-d5ebaf0cf5b2"
"D:\source\proval-docs\static\img\Deploy-Huntress-Agent-Windows,-Mac","523b8882-2c51-4f70-ad7d-cb2b4baf7bbf"
"D:\source\proval-docs\static\img\Deploy-OpenDNS-Roaming-Client-Latest-Version","c18b026e-7989-4853-b1cb-00517e69adb8"
"D:\source\proval-docs\static\img\Deploy-Perch-Log-Shipper","bc410117-b7b7-4345-967c-965f15acdf07"
"D:\source\proval-docs\static\img\Deploy-QuickPass-Agent","ab838395-dc94-4ceb-986e-99d00b005198"
"D:\source\proval-docs\static\img\Deploy-Rapid-Fire-Compliance-Management","3f080b6a-ea0b-43de-a4b0-0595629b7a9c"
"D:\source\proval-docs\static\img\Deploy-Threatlocker","8645a522-a9e3-4755-a498-32c2904e51c6"
"D:\source\proval-docs\static\img\Desktop-Shortcut---Create","1575f234-039a-4d1c-a4e5-ce0656e82c4f"
"D:\source\proval-docs\static\img\Desktop-Shortcut---Create---RDP","1575f234-039a-4d1c-a4e5-ce0656e82c4f"
"D:\source\proval-docs\static\img\Detailed-ScriptInternalRemote-Monitor-Report","894ea49f-fc57-49a6-a456-165c6170431f"
"D:\source\proval-docs\static\img\Detect-Frequent-Logon-User-(Set-Computer-Contact)","bef87782-0d9d-40f0-96c5-d30b589b57b4"
"D:\source\proval-docs\static\img\Detect-SMB1","f5a58819-dcc7-4905-a3b5-52ff73751e21"
"D:\source\proval-docs\static\img\DEV---Windows-10-Upgrade-Assistant","f9840922-3209-4bd9-b890-2145018bfd56"
"D:\source\proval-docs\static\img\DHCP-Scope(s)--25-and-20-IP-Addresses-Available","ce8d5706-137b-4a55-8a8b-5041e35421de"
"D:\source\proval-docs\static\img\DHCP-Scope(s)--5-IP-Addresses-Available","90ad5d20-a081-4027-b8e2-238cbdbe64d3"
"D:\source\proval-docs\static\img\Disable-BitLocker","343354b6-6418-4e44-8544-52fe2fb0851a"
"D:\source\proval-docs\static\img\Disable-FastBoot","df5b7a85-683f-4fd6-9a24-4fc836ccfd8a"
"D:\source\proval-docs\static\img\Disable-NTLMv1.1","2be0669b-3c87-4594-81f4-112c7411f513"
"D:\source\proval-docs\static\img\Disable-Sign-In-on-Wake-on-PC","9272a9b1-8715-461a-9638-99b4c5967a03"
"D:\source\proval-docs\static\img\Disable-SMB1","70c7fa58-20bf-47b1-bbeb-aae491390406"
"D:\source\proval-docs\static\img\Disable-SQL-Spy-for-All-Users","112e8169-fca1-4295-bbb4-94ea6e190a4e"
"D:\source\proval-docs\static\img\Disable-Virtualization-based-security","6b28c2d7-01b5-4d5d-aefa-0df7fa1b5718"
"D:\source\proval-docs\static\img\Disable-Windows-OptionalAutomatic-Updates","1ce60c7e-e23d-4313-bb00-7e89ae031d7f"
"D:\source\proval-docs\static\img\Disk---Gather-Critical-Data","687261c3-e6d7-46bc-84f6-506007d47142"
"D:\source\proval-docs\static\img\Disk---Gather-Critical-Info---Deprecated-and-replaced","ee31c873-0d1f-42fa-b698-cdfe1cbf75a6"
"D:\source\proval-docs\static\img\Disk---Space---Cleanup-(Mac)","08cd231a-c14d-4d61-a774-eba3f69e91bf"
"D:\source\proval-docs\static\img\Disk-Space-Monitoring-Process","1e7f2148-6bd5-41ce-a397-9c41054487cf"
"D:\source\proval-docs\static\img\DNS---Aging-and-Scavenging---Configure-Intervals","34f898bc-50ac-4808-bf0c-46286eb27e60"
"D:\source\proval-docs\static\img\DNS-Filter-Agent---Install","f0ddbb24-0d41-41ca-a6cb-926d70dd71d5"
"D:\source\proval-docs\static\img\DNS-Filter-Agent---Install-Global","f0ddbb24-0d41-41ca-a6cb-926d70dd71d5"
"D:\source\proval-docs\static\img\DNS-Filter-Agent-Deployment","07996c53-6e1b-4696-aa08-bdb70710c2c7"
"D:\source\proval-docs\static\img\DNS-Service-Monitoring","88f2c503-bd4b-4bb5-83d0-72f5fb6a0137"
"D:\source\proval-docs\static\img\Domain---Join","3c802520-f292-46e2-bd0e-0dbca86ed0ed"
"D:\source\proval-docs\static\img\Domain-Admin-Account-Lockout","a24b00c5-49d4-4a2b-9090-a2716b56cf47"
"D:\source\proval-docs\static\img\Domain-Controllers","eeeb4ee0-d683-44fd-81cf-7f8872b71c68"
"D:\source\proval-docs\static\img\Domain-Join","a0374bc3-b579-4299-b952-5bb3d0440c52"
"D:\source\proval-docs\static\img\Domain-Trust-Relationship-Check","bf518e9f-f93c-451b-a38a-5fc3472cc6f4"
"D:\source\proval-docs\static\img\Domain-Watch-Configuration","46c7d8b6-eefc-4a70-9ecd-54386326f177"
"D:\source\proval-docs\static\img\DotNet3---Disable","ff5f6191-df47-49a9-b3ff-de96ee484e39"
"D:\source\proval-docs\static\img\Drive-Errors-and-Raid-Failures","cef450c6-b649-4bd3-bcde-ed521d38d77f"
"D:\source\proval-docs\static\img\DRVClean---All-Drives","27940cde-b1b3-4198-863e-b4257aca7b06"
"D:\source\proval-docs\static\img\DUO---Install-MFA-Authentication-For-Windows-EDFs","0bc76dfc-6e84-459d-83a8-306fe625c835"
"D:\source\proval-docs\static\img\DUO-Auth-for-Windows-Login-Deployment","c598c18f-25a9-43fd-a7b6-86e8f186c38b"
"D:\source\proval-docs\static\img\DUO-Auth-for-Windows-Login-Failed","beaa71b6-62a3-4800-9c24-da92d4566965"
"D:\source\proval-docs\static\img\DUO-Auth-for-Windows-Login-Installed","5202450b-3b85-46ff-9f35-6ea804223270"
"D:\source\proval-docs\static\img\DUO-Auth-Proxy---InstallUpdate-Latest-Version","775e0b37-b55c-47fb-bec6-a01314ac123f"
"D:\source\proval-docs\static\img\DUO-Auth-Proxy---InstallUpdate-Latest-Version-Global,-Autofix","775e0b37-b55c-47fb-bec6-a01314ac123f"
"D:\source\proval-docs\static\img\DUO-Auth-Proxy-Deployed-Devices","a940aac1-4586-4e35-90f6-749ec3b2e1d7"
"D:\source\proval-docs\static\img\DUO-Auth-Proxy-Deployment","94f21e35-d184-4fb5-9215-898bb367a0e9"
"D:\source\proval-docs\static\img\DUO-Auth-Proxy-Deployment-Failed","2212752f-e9e3-4a12-af3f-f12972cf9fb4"
"D:\source\proval-docs\static\img\DUO-Authentication---InstallUpdate","4e62e216-7a5f-4b35-8ac8-eca9a38bd440"
"D:\source\proval-docs\static\img\Duo-Authentication-for-Windows---UpdateDeployUninstall","34f77d1b-342e-49bd-bc31-39894850c7c1"
"D:\source\proval-docs\static\img\Duo-Authentication-for-Windows-Logon-Deployment","a9578dd1-1f6b-4932-a614-5ed823656416"
"D:\source\proval-docs\static\img\DUO-Install-&-Upgrade---Latest-Version","47da7c82-7c27-4730-987a-2d32e22415fa"
"D:\source\proval-docs\static\img\DUO-InstallUpgrade---Latest-Version","99a31695-f399-4982-989b-5fbc3aada8c6"
"D:\source\proval-docs\static\img\Duplicate-Password-detected","d093a07d-e012-4755-a3c1-ffd234b2905c"
"D:\source\proval-docs\static\img\Dynamic-Display-Language-Role","8d228f8e-c660-4127-a9b4-7f11381b8eec"
"D:\source\proval-docs\static\img\Dynamic-Input-Language-Role","6d8e0943-716a-4ebd-b878-1e648a2ddc56"
"D:\source\proval-docs\static\img\Dynamic-Processor-Architecture-Role","b0c17ff1-73a8-41ae-af16-901eade975b2"
"D:\source\proval-docs\static\img\EDF-Based-Stolen-Systems-Monitor","c528df82-8309-4fc8-898e-db75e13a594d"
"D:\source\proval-docs\static\img\Edge-Sidebar---EnableDisable","f1cc450a-82dd-49f9-b720-22983f7b696c"
"D:\source\proval-docs\static\img\Email---EDF---Machine-Back-Online-Autofix","c32c5921-0bd1-4e4a-b605-baa0e958fbc0"
"D:\source\proval-docs\static\img\Email---Machine-Back-Online","1973f30a-c6dc-4725-90f7-ba081cebf2d7"
"D:\source\proval-docs\static\img\Email-Creation---Computer-Failure-Only","901470a2-73d2-4d29-b0d3-c5f15cf19c41"
"D:\source\proval-docs\static\img\Email-Creation---Ping-Monitor","2750b9e3-6916-4dbc-85a8-2c840d636b32"
"D:\source\proval-docs\static\img\Enable-AD-Recycle-Bin","2d98b419-3d5d-4278-a4ce-f2cacba569c5"
"D:\source\proval-docs\static\img\Enable-AD-Recycle-Bin---Failure","2d98b419-3d5d-4278-a4ce-f2cacba569c5"
"D:\source\proval-docs\static\img\Enable-Advanced-Windows-Security-Auditing","0a012cf5-0ead-442a-bc82-f5c5fe0b13f8"
"D:\source\proval-docs\static\img\Enable-Advanced-Windows-Security-Auditing-Globals,-Autofix","3c74153d-7575-485c-bd6d-c5e002384cbd"
"D:\source\proval-docs\static\img\Enable-Bitlocker","1a32292b-df11-46ef-997f-7ad70f59061f"
"D:\source\proval-docs\static\img\Enable-Bitlocker-Feature","1a32292b-df11-46ef-997f-7ad70f59061f"
"D:\source\proval-docs\static\img\Enable-IE-Mode-in-Microsoft-Edge","186ae433-e9bc-46d1-9056-71924879ae6e"
"D:\source\proval-docs\static\img\Enable-Num-Lock-On-Sign-In","57399293-811f-46b8-8672-992c200a4804"
"D:\source\proval-docs\static\img\Enable-Recycle-Bin","7fe38bc2-2ca2-444e-899b-15f41201ed06"
"D:\source\proval-docs\static\img\Enable-TPM","9cecaa1e-c694-4442-a6a5-948217978e50"
"D:\source\proval-docs\static\img\Enable-Windows-Update-Access","9907b8d6-17a4-41cd-b687-dea1e5744485"
"D:\source\proval-docs\static\img\Endpoint---C2R-Auto-Update","3fbd3eec-1a64-44d4-a812-fc2ac0e359e0"
"D:\source\proval-docs\static\img\Endpoint---C2R-Data-Collection-Time","d6a8abaa-dc34-4f49-8bf6-2bffe1ac40d0"
"D:\source\proval-docs\static\img\Endpoint---C2R-Office-Version","9229f1df-c80a-4333-8184-2c54954b4996"
"D:\source\proval-docs\static\img\Endpoint---C2R-Update-Channel","371c0aa5-4230-4952-b341-f5c58b0b46ad"
"D:\source\proval-docs\static\img\Endpoint---Client-Level-S1-Mgmt-Server","c92218fb-8d9d-45a7-a15b-107ada8141b8"
"D:\source\proval-docs\static\img\Endpoint---Computer-Level-S1-Mgmt-Server","cd0a8207-62e5-41ea-9df9-f9d475ee8866"
"D:\source\proval-docs\static\img\Endpoint---Disable_Fastboot_Exclusion","b17237cc-d3cf-42a9-84fe-eda8d00bdd19"
"D:\source\proval-docs\static\img\Endpoint---Exclude-Threatlocker","c18a4b16-772a-42f3-9d1e-ec136d643d43"
"D:\source\proval-docs\static\img\Endpoint---Exclude-Windows-11-Installation","c3f83443-09cb-43ef-9c21-501d7f13314e"
"D:\source\proval-docs\static\img\Endpoint---FastBoot_Disabled","3c87c303-e892-4f6b-889f-acde66928978"
"D:\source\proval-docs\static\img\EndPoint---Out_of_Date_CU_Autofix","044210c4-14ae-4996-ab9f-009290bf05e4"
"D:\source\proval-docs\static\img\EndPoint---Out_of_Date_CU_Autofix_Date","044210c4-14ae-4996-ab9f-009290bf05e4"
"D:\source\proval-docs\static\img\EndPoint---Out_of_Date_CU_Autofix_Result","2d24daab-16cb-4b2d-b7e6-0e757b4f2523"
"D:\source\proval-docs\static\img\Endpoint---S1-Mgmt-Server-Discrepancy","c600a6e2-bd09-4172-8784-d969838eea23"
"D:\source\proval-docs\static\img\Endpoint---SentinelOne-Deployment-Result","7af6b9e0-bf2f-4705-874e-c58c5fa9171d"
"D:\source\proval-docs\static\img\Endpoint---TPM-Status","55cb2f37-6e43-4ae5-bc96-a94b5f2d4144"
"D:\source\proval-docs\static\img\Endpoint---Update-Channel","772c0498-4505-4f1c-afc4-46788294b3e2"
"D:\source\proval-docs\static\img\Endpoint---Windows-11-Compatible","99719e54-ce8f-4b76-93f4-cc832a3b88cf"
"D:\source\proval-docs\static\img\Endpoint---Windows-11-incompatibility-Base","7894870c-b7e8-44e0-806c-c948f151fc49"
"D:\source\proval-docs\static\img\EndPoint---WingetUpdateAll_Task_Exclude","91965ea0-f912-4f5d-8e42-c9ee546293a9"
"D:\source\proval-docs\static\img\EndPoint---WingetUpdateAll_Task_Result","a6ff85ad-b8e9-4e0f-9e2f-db964d483e5f"
"D:\source\proval-docs\static\img\EndPoint---WingetUpdateAll_UserTask_Disable","8022b663-4923-47d5-b8c7-7ba24aae305d"
"D:\source\proval-docs\static\img\Enhanced-Disk-Space-Monitoring-Process","8efd9cc2-b054-4dda-a690-bbe1d4bd16b3"
"D:\source\proval-docs\static\img\Enhanced-Drive-Space-Monitor-Ticket-Management","4535820b-8254-4b20-bb7c-f68b2f05494e"
"D:\source\proval-docs\static\img\EPM---Data-Collection---Solution--Unexpected-Reboots-caused-by-Bluescreens","64476262-ad0f-474e-aebb-70ec1e0ccd97"
"D:\source\proval-docs\static\img\EPM---Disk---Remote-Monitor---Volume-Space-Prediction","e928f9f6-f97d-44f3-aad2-26186416fa1f"
"D:\source\proval-docs\static\img\EPM---Disk---Remote-Monitor---Volume-Space-Sampling","3a441306-efbc-48a5-8732-06bfd56c9a5f"
"D:\source\proval-docs\static\img\EPM---Security-Management---Remote-Monitor---Security-event-logs-cleareddeleted","0f6e6262-6a9f-4edf-ab23-1522543de7e2"
"D:\source\proval-docs\static\img\EPM---Software-Configuration---Chromium-Browsers---Homepage---Remove","8d741266-521f-4bdf-b921-9fe0c28a0648"
"D:\source\proval-docs\static\img\EPM---Software-Configuration---Chromium-Browsers---Homepage---Set","e5c01410-3731-4b1c-b166-235d637c44bb"
"D:\source\proval-docs\static\img\EPM---Software-Management---Component---Connectwise-Automate-Agent---Install-PVAL","bb088b81-eed8-45bb-861b-2349d3e798fa"
"D:\source\proval-docs\static\img\EPM---Vendor-Specific---Remote-Monitor---HP-Hardware-Monitoring","403cec59-3602-4630-afc8-674d1887046d"
"D:\source\proval-docs\static\img\EPM---Windows-Configuration---Component---Huntress-Managed-EDR---WIN-PVAL","37781bee-b7cd-448e-9d45-53e789a455b8"
"D:\source\proval-docs\static\img\EPM---Windows-Configuration---Component---Windows-11---Upgrade","8e25f0d8-8a04-4f5b-853a-282b9f005d9c"
"D:\source\proval-docs\static\img\EPM---Windows-Configuration---Component---Windows-Enterprise-Upgrade","e6c76294-af5e-465d-9824-2e5a58734451"
"D:\source\proval-docs\static\img\EPM---Windows-Configuration---Component---Windows-Evaluation-License-(Rearm)","214a790c-6c28-4135-9ada-8a2971c140c4"
"D:\source\proval-docs\static\img\EPM---Windows-Configuration---CVE-2023-32019-Remediation","46d40e52-cb07-4f17-a319-37efc6d96445"
"D:\source\proval-docs\static\img\EPM---Windows-Configuration---Policy---Update-List-By-Scan---All-Machines","dc812b4e-6919-4cc9-a5c5-1e5e8b80c0ab"
"D:\source\proval-docs\static\img\EPM---Windows-Configuration---Screen-Saver---Protect","952db509-c813-4225-a53f-7423d174ef24"
"D:\source\proval-docs\static\img\EPM---Windows-Configuration---Windows-Explorer-View---List","6eddbb86-86a9-4812-8a5e-3302933800c9"
"D:\source\proval-docs\static\img\EPM---Windows-Update---Script---CW-RMM---Set-Windows-Update-Registry-Values","5e361c08-9ccf-4495-ad7f-fc4caeafcd2d"
"D:\source\proval-docs\static\img\ESXi---Snapshot-Create-Param","a2b7d882-f8a5-4273-b237-cabe1662f195"
"D:\source\proval-docs\static\img\ESXI-Credential-Check---Location","48e22d95-37d4-453d-a7a4-d816bd9950f9"
"D:\source\proval-docs\static\img\ESXi-Invalid-License-Detected","e413063b-7bce-4a4e-99ce-daea264d6ac6"
"D:\source\proval-docs\static\img\ESXi-Virtualization-Manager-Customized-Monitoring","deb78496-0147-4a1b-b368-3b3113f9cf5b"
"D:\source\proval-docs\static\img\Exchange---Reset-Scan-Engine-Version","f699ae53-3ba7-42bd-864d-a670aca7ab0b"
"D:\source\proval-docs\static\img\Exchange-Zero-Day-Patch-Logging","2cc1d72d-5d5b-4017-8114-ad5f722b10f5"
"D:\source\proval-docs\static\img\Exclude-Huntress","caedfebd-73ec-43cb-a978-02283622f430"
"D:\source\proval-docs\static\img\Exclude-Huntress-Deployment","caedfebd-73ec-43cb-a978-02283622f430"
"D:\source\proval-docs\static\img\Execute-Script---Crystal-Disk-Info-Report","860cd3d8-4833-4c29-b87d-ac997816994e"
"D:\source\proval-docs\static\img\Execute-Script---Disk---Gather-Critical-Data","9568d3f6-e271-45c8-9554-3a476f7eb5e4"
"D:\source\proval-docs\static\img\Execute-Script---HP-iLO---Health-Report---Get","a8f66140-8915-41fa-805b-64fafbf002fc"
"D:\source\proval-docs\static\img\Execute-Script---Microsoft-365---Click-to-Run---Get-Details","66fedeee-80d2-482b-9520-5fdfcab42406"
"D:\source\proval-docs\static\img\Execute-Script---Power-Plan---Audit","fdbe1912-b216-4876-b64b-db83eee691a1"
"D:\source\proval-docs\static\img\Execute-Script---Scheduled-Task---Create---Winget-Update-All","2f324c74-1e32-4c48-b567-abbeebdabe6d"
"D:\source\proval-docs\static\img\Export-Application-and-Security-Logs-to-CSV","aedee17c-e3b5-4f8e-9565-058318a2009a"
"D:\source\proval-docs\static\img\Export-Office-365-users-MFA-Status-Report","77c059cc-0b83-40fe-9285-e933594d3d28"
"D:\source\proval-docs\static\img\Fast-Boot---Disable","663e3658-c389-4ab6-b7a2-8486f9e237c1"
"D:\source\proval-docs\static\img\Feature-CW-Control-RMM+-API---Offline-Agent-Remediation-Autofix,Global","c793b2af-4369-4c31-8a56-db1a1728d12d"
"D:\source\proval-docs\static\img\Feature-Pack-Update---Updated-Computers","72490aca-9d0d-47b9-88a9-437279e21d7a"
"D:\source\proval-docs\static\img\Feature-Pack-Update-Automation","b9c9e1fe-57af-4816-befb-f2701ba009ba"
"D:\source\proval-docs\static\img\Feature-Update-Install-(Reboot-Pending-Machines-Validation)","0c60dc74-ce8f-4332-b19c-d956287d66a7"
"D:\source\proval-docs\static\img\Feature-Update-Install-Failure","1c9abaeb-17f0-4a3b-86ee-953b5b713dc3"
"D:\source\proval-docs\static\img\Feature-Update-Install-Reboot-Pending","94a786f8-dfa2-416c-aa3b-e57acbba1cb2"
"D:\source\proval-docs\static\img\Feature-Update-Install-With-Tracking","40144621-2d0b-4294-b5cb-cec356cf9d74"
